,len,year,month,gain,annualized_returns
121,2,1872,6,-1.5675218755628273,[ 3.36828272 -4.7749701 ]
122,2,1872,7,-0.8925295929845256,[ 3.01159839 -3.78998875]
123,2,1872,8,-0.15168353384379385,[ 3.49084041 -3.51965829]
124,2,1872,9,1.4003013728899116,[ 4.78233904 -3.22767911]
125,2,1872,10,4.9833633803375355,[-1.37876825  6.45107703]
126,2,1872,11,4.456019942465073,[-10.18373408  16.29966896]
127,2,1872,12,5.905938605914729,[-12.89725581  21.58737315]
128,2,1873,1,2.8356458871573675,[-6.84043757 10.38657031]
129,2,1873,2,2.148947142107005,[-2.45298982  4.7176607 ]
130,2,1873,3,1.2547172285761077,[-0.21600799  1.47390898]
131,2,1873,4,3.4765377677045795,[-0.82670529  4.33911475]
132,2,1873,5,6.349541711565654,[-2.12990024  8.663976  ]
133,2,1873,6,2.1166473524684593,[-4.7749701   7.23719117]
134,2,1873,7,1.541114366499241,[-3.78998875  5.54111058]
135,2,1873,8,2.0303679561045618,[-3.51965829  5.7524944 ]
136,2,1873,9,2.545395248039739,[-3.22767911  5.96562561]
137,2,1873,10,10.039006805547213,[6.45107703 3.37049646]
138,2,1873,11,18.524718074386136,[16.29966896  1.91320331]
139,2,1873,12,24.79173308418825,[21.58737315  2.63543808]
140,2,1874,1,14.006251644020363,[10.38657031  3.27909575]
141,2,1874,2,10.329250012048941,[4.7176607  5.35878024]
142,2,1874,3,8.530881161516014,[1.47390898 6.95446963]
143,2,1874,4,9.86380243229734,[4.33911475 5.2949344 ]
144,2,1874,5,8.686860879577596,[8.663976   0.02106022]
145,2,1874,6,7.467071010357418,[7.23719117 0.21436578]
146,2,1874,7,7.15912602405544,[5.54111058 1.53306653]
147,2,1874,8,5.860859604795676,[5.7524944  0.10247059]
148,2,1874,9,1.2655519096990364,[ 5.96562561 -4.43547016]
149,2,1874,10,-6.31782419544794,[ 3.37049646 -9.37242345]
150,2,1874,11,-6.551094118120126,[ 1.91320331 -8.30539827]
151,2,1874,12,-9.052109192573255,[  2.63543808 -11.38743838]
152,2,1875,1,-8.875943631409445,[  3.27909575 -11.76911871]
153,2,1875,2,-9.572168911976375,[  5.35878024 -14.17152811]
154,2,1875,3,-14.656028613437865,[  6.95446963 -20.20532505]
155,2,1875,4,-19.956334045802116,[  5.2949344  -23.98146558]
156,2,1875,5,-26.602687987345895,[ 2.10602247e-02 -2.66181424e+01]
157,2,1875,6,-23.56204769018474,[  0.21436578 -23.725554  ]
158,2,1875,7,-27.474333201981782,[  1.53306653 -28.56941164]
159,2,1875,8,-24.373775931086517,[  0.10247059 -24.45119124]
160,2,1875,9,-19.399575331870068,[ -4.43547016 -15.65863946]
161,2,1875,10,-13.61658409789258,[-9.37242345 -4.6830786 ]
162,2,1875,11,-10.36063885461166,[-8.30539827 -2.24139758]
163,2,1875,12,-13.18143600758389,[-11.38743838  -2.02454098]
164,2,1876,1,-13.520817978982535,[-11.76911871  -1.98535847]
165,2,1876,2,-15.327726857764922,[-14.17152811  -1.34710397]
166,2,1876,3,-18.29606910653562,[-20.20532505   2.39271097]
167,2,1876,4,-16.62436776599776,[-23.98146558   9.67803164]
168,2,1876,5,-11.040828948117065,[-26.61814237  21.22774474]
169,2,1876,6,-7.472547153303887,[-23.725554    21.30858721]
170,2,1876,7,-5.004175217489015,[-28.56941164  32.99039945]
171,2,1876,8,-2.046160732125779,[-24.45119124  29.65636505]
172,2,1876,9,1.1073730007886917,[-15.65863946  19.87875504]
173,2,1876,10,9.594026159682212,[-4.6830786  14.97856263]
174,2,1876,11,8.668412325443576,[-2.24139758 11.15994873]
175,2,1876,12,10.175470489243544,[-2.02454098 12.45210953]
176,2,1877,1,9.864127143522584,[-1.98535847 12.08950563]
177,2,1877,2,14.668448325836557,[-1.34710397 16.23424445]
178,2,1877,3,25.934762573883763,[ 2.39271097 22.99192138]
179,2,1877,4,30.15512031383929,[ 9.67803164 18.67018251]
180,2,1877,5,44.49504981667558,[21.22774474 19.19305282]
181,2,1877,6,50.550767375609816,[21.30858721 24.10561431]
182,2,1877,7,62.416279862956436,[32.99039945 22.12631929]
183,2,1877,8,58.232330056804635,[29.65636505 22.03977028]
184,2,1877,9,48.600028473429035,[19.87875504 23.9586017 ]
185,2,1877,10,44.79484730230472,[14.97856263 25.93203811]
186,2,1877,11,56.912427342776084,[11.15994873 41.15913973]
187,2,1877,12,67.5405221250163,[12.45210953 48.98833186]
188,2,1878,1,67.46742079874173,[12.08950563 49.40508467]
189,2,1878,2,73.6559440172664,[16.23424445 49.40170588]
190,2,1878,3,80.31441598263716,[22.99192138 46.60671527]
191,2,1878,4,80.0941307054872,[18.67018251 51.76022056]
192,2,1878,5,71.05214347067763,[19.19305282 43.50848429]
193,2,1878,6,56.928766836955155,[24.10561431 26.44775799]
194,2,1878,7,54.29075429920711,[22.12631929 26.33702153]
195,2,1878,8,58.054773271259876,[22.03977028 29.51087412]
196,2,1878,9,65.07587901982808,[23.9586017  33.17016872]
197,2,1878,10,61.41700362822184,[25.93203811 28.17786963]
198,2,1878,11,67.93314786175404,[41.15913973 18.96725085]
199,2,1878,12,77.18323333849608,[48.98833186 18.92423462]
200,2,1879,1,85.39888382429427,[49.40508467 24.09141512]
201,2,1879,2,89.2696025618999,[49.40170588 26.68503445]
202,2,1879,3,81.97552708460904,[46.60671527 24.12496027]
203,2,1879,4,86.99641388552894,[51.76022056 23.21833297]
204,2,1879,5,80.3834066650474,[43.50848429 25.69529081]
205,2,1879,6,80.29311214325745,[26.44775799 42.58308333]
206,2,1879,7,81.53144092085655,[26.33702153 43.68823859]
207,2,1879,8,71.69769381506681,[29.51087412 32.5739595 ]
208,2,1879,9,66.42969231777238,[33.17016872 24.97520572]
209,2,1879,10,61.81655996776732,[28.17786963 26.24375833]
210,2,1879,11,43.66839061425538,[18.96725085 20.76297433]
211,2,1879,12,37.3968889793947,[18.92423462 15.53312865]
212,2,1880,1,33.81246200854346,[24.09141512  7.83377874]
213,2,1880,2,27.06493150106859,[26.68503445  0.29987524]
214,2,1880,3,22.274703651136573,[24.12496027 -1.49064025]
215,2,1880,4,19.91701135126769,[23.21833297 -2.67924548]
216,2,1880,5,22.82636491841088,[25.69529081 -2.28244501]
217,2,1880,6,31.85396219328527,[42.58308333 -7.52482054]
218,2,1880,7,30.703775562551485,[43.68823859 -9.03655244]
219,2,1880,8,32.08589817378395,[32.5739595  -0.36814268]
220,2,1880,9,31.390397891013542,[24.97520572  5.13317192]
221,2,1880,10,32.976764407745996,[26.24375833  5.33333779]
222,2,1880,11,25.77431433788515,[20.76297433  4.14973218]
223,2,1880,12,14.461234700619174,[15.53312865 -0.92778059]
224,2,1881,1,10.615363385222887,[7.83377874 2.57951143]
225,2,1881,2,3.923541938309949,[0.29987524 3.61283271]
226,2,1881,3,2.0340081138454202,[-1.49064025  3.57798322]
227,2,1881,4,2.2241617411666637,[-2.67924548  5.03839828]
228,2,1881,5,4.775648722539905,[-2.28244501  7.22295368]
229,2,1881,6,-1.3444781316839016,[-7.52482054  6.68324457]
230,2,1881,7,-1.5963636524209512,[-9.03655244  8.17931706]
231,2,1881,8,0.4904030488294797,[-0.36814268  0.86171808]
232,3,1872,1,16.318367925625267,[13.11094215 -6.84043757 10.38657031]
233,3,1872,2,13.626917051784538,[11.23650339 -2.45298982  4.7176607 ]
234,3,1872,3,13.07607230387502,[11.67486849 -0.21600799  1.47390898]
235,3,1872,4,11.085101788705254,[ 7.35293641 -0.82670529  4.33911475]
236,3,1872,5,9.647313569519312,[ 3.10088018 -2.12990024  8.663976  ]
237,3,1872,6,5.556224739773752,[ 3.36828272 -4.7749701   7.23719117]
238,3,1872,7,4.599124936544219,[ 3.01159839 -3.78998875  5.54111058]
239,3,1872,8,5.592085275115433,[ 3.49084041 -3.51965829  5.7524944 ]
240,3,1872,9,7.449463719365412,[ 4.78233904 -3.22767911  5.96562561]
241,3,1872,10,8.52182392258134,[-1.37876825  6.45107703  3.37049646]
242,3,1872,11,6.454475968839191,[-10.18373408  16.29966896   1.91320331]
243,3,1872,12,8.697024039207601,[-12.89725581  21.58737315   2.63543808]
244,3,1873,1,6.207725177192813,[-6.84043757 10.38657031  3.27909575]
245,3,1873,2,7.622884739846891,[-2.45298982  4.7176607   5.35878024]
246,3,1873,3,8.296445784913974,[-0.21600799  1.47390898  6.95446963]
247,3,1873,4,8.955552566118152,[-0.82670529  4.33911475  5.2949344 ]
248,3,1873,5,6.371939164058293,[-2.12990024  8.663976    0.02106022]
249,3,1873,6,2.335550499076744,[-4.7749701   7.23719117  0.21436578]
250,3,1873,7,3.0978072060971806,[-3.78998875  5.54111058  1.53306653]
251,3,1873,8,2.13491908008967,[-3.51965829  5.7524944   0.10247059]
252,3,1873,9,-2.0029751544971774,[-3.22767911  5.96562561 -4.43547016]
253,3,1873,10,-0.2743148738565626,[ 6.45107703  3.37049646 -9.37242345]
254,3,1873,11,8.680768190588584,[16.29966896  1.91320331 -8.30539827]
255,3,1873,12,10.581151371344344,[ 21.58737315   2.63543808 -11.38743838]
256,3,1874,1,0.5887205547770336,[ 10.38657031   3.27909575 -11.76911871]
257,3,1874,2,-5.306090663154928,[  4.7176607    5.35878024 -14.17152811]
258,3,1874,3,-13.398136154166506,[  1.47390898   6.95446963 -20.20532505]
259,3,1874,4,-16.4831475310933,[  4.33911475   5.2949344  -23.98146558]
260,3,1874,5,-20.243562488440404,[ 8.66397600e+00  2.10602247e-02 -2.66181424e+01]
261,3,1874,6,-18.030086955010294,[  7.23719117   0.21436578 -23.725554  ]
262,3,1874,7,-23.45560580491739,[  5.54111058   1.53306653 -28.56941164]
263,3,1874,8,-20.023381629810377,[  5.7524944    0.10247059 -24.45119124]
264,3,1874,9,-14.59125575676924,[  5.96562561  -4.43547016 -15.65863946]
265,3,1874,10,-10.705034126241586,[ 3.37049646 -9.37242345 -4.6830786 ]
266,3,1874,11,-8.645655634113625,[ 1.91320331 -8.30539827 -2.24139758]
267,3,1874,12,-10.893386513019443,[  2.63543808 -11.38743838  -2.02454098]
268,3,1875,1,-10.685082799837865,[  3.27909575 -11.76911871  -1.98535847]
269,3,1875,2,-10.790325813439017,[  5.35878024 -14.17152811  -1.34710397]
270,3,1875,3,-12.613994047861743,[  6.95446963 -20.20532505   2.39271097]
271,3,1875,4,-12.209682730219907,[  5.2949344  -23.98146558   9.67803164]
272,3,1875,5,-11.02209394676822,[ 2.10602247e-02 -2.66181424e+01  2.12277447e+01]
273,3,1875,6,-7.274199958199812,[  0.21436578 -23.725554    21.30858721]
274,3,1875,7,-3.5478260218627877,[  1.53306653 -28.56941164  32.99039945]
275,3,1875,8,-1.9457868512973264,[  0.10247059 -24.45119124  29.65636505]
276,3,1875,9,-3.3772143541353494,[ -4.43547016 -15.65863946  19.87875504]
277,3,1875,10,-0.6775900493149023,[-9.37242345 -4.6830786  14.97856263]
278,3,1875,11,-0.3569321112515289,[-8.30539827 -2.24139758 11.15994873]
279,3,1875,12,-2.370693326609341,[-11.38743838  -2.02454098  12.45210953]
280,3,1876,1,-3.0659123962706314,[-11.76911871  -1.98535847  12.08950563]
281,3,1876,2,-1.5818230580047499,[-14.17152811  -1.34710397  16.23424445]
282,3,1876,3,0.4892344479376254,[-20.20532505   2.39271097  22.99192138]
283,3,1876,4,-1.0579850627111198,[-23.98146558   9.67803164  18.67018251]
284,3,1876,5,6.033151736732534,[-26.61814237  21.22774474  19.19305282]
285,3,1876,6,14.831763763672722,[-23.725554    21.30858721  24.10561431]
286,3,1876,7,16.014904290449383,[-28.56941164  32.99039945  22.12631929]
287,3,1876,8,19.542640424635938,[-24.45119124  29.65636505  22.03977028]
288,3,1876,9,25.331285783554968,[-15.65863946  19.87875504  23.9586017 ]
289,3,1876,10,38.0139907887056,[-4.6830786  14.97856263 25.93203811]
290,3,1876,11,53.39539599188217,[-2.24139758 11.15994873 41.15913973]
291,3,1876,12,64.14859559537635,[-2.02454098 12.45210953 48.98833186]
292,3,1877,1,64.14259218074004,[-1.98535847 12.08950563 49.40508467]
293,3,1877,2,71.31661790339867,[-1.34710397 16.23424445 49.40170588]
294,3,1877,3,84.62881879429487,[ 2.39271097 22.99192138 46.60671527]
295,3,1877,4,97.5236976540649,[ 9.67803164 18.67018251 51.76022056]
296,3,1877,5,107.36265586012057,[21.22774474 19.19305282 43.50848429]
297,3,1877,6,90.36806998113782,[21.30858721 24.10561431 26.44775799]
298,3,1877,7,105.19189045624601,[32.99039945 22.12631929 26.33702153]
299,3,1877,8,104.92807380397156,[29.65636505 22.03977028 29.51087412]
300,3,1877,9,97.8909086336654,[19.87875504 23.9586017  33.17016872]
301,3,1877,10,85.59495060419758,[14.97856263 25.93203811 28.17786963]
302,3,1877,11,86.6744010593707,[11.15994873 41.15913973 18.96725085]
303,3,1877,12,99.24628362314331,[12.45210953 48.98833186 18.92423462]
304,3,1878,1,107.81269232969959,[12.08950563 49.40508467 24.09141512]
305,3,1878,2,119.99609250346954,[16.23424445 49.40170588 26.68503445]
306,3,1878,3,123.8151972006904,[22.99192138 46.60671527 24.12496027]
307,3,1878,4,121.9089856368857,[18.67018251 51.76022056 23.21833297]
308,3,1878,5,115.00448917794692,[19.19305282 43.50848429 25.69529081]
309,3,1878,6,123.75387438962817,[24.10561431 26.44775799 42.58308333]
310,3,1878,7,121.69766715913393,[22.12631929 26.33702153 43.68823859]
311,3,1878,8,109.53947111091308,[22.03977028 29.51087412 32.5739595 ]
312,3,1878,9,106.30391940442503,[23.9586017  33.17016872 24.97520572]
313,3,1878,10,103.77889196543997,[25.93203811 28.17786963 26.24375833]
314,3,1878,11,102.80106424845692,[41.15913973 18.96725085 20.76297433]
315,3,1878,12,104.7053329111348,[48.98833186 18.92423462 15.53312865]
316,3,1879,1,99.92262216288026,[49.40508467 24.09141512  7.83377874]
317,3,1879,2,89.83717523615724,[49.40170588 26.68503445  0.29987524]
318,3,1879,3,79.26292663066057,[46.60671527 24.12496027 -1.49064025]
319,3,1879,4,81.98632091163532,[51.76022056 23.21833297 -2.67924548]
320,3,1879,5,76.26625459792527,[43.50848429 25.69529081 -2.28244501]
321,3,1879,6,66.72637901258646,[26.44775799 42.58308333 -7.52482054]
322,3,1879,7,65.12725707101825,[26.33702153 43.68823859 -9.03655244]
323,3,1879,8,71.06560131993098,[29.51087412 32.5739595  -0.36814268]
324,3,1879,9,74.97281455124818,[33.17016872 24.97520572  5.13317192]
325,3,1879,10,70.44678371900055,[28.17786963 26.24375833  5.33333779]
326,3,1879,11,49.63024404936442,[18.96725085 20.76297433  4.14973218]
327,3,1879,12,36.122147309516194,[18.92423462 15.53312865 -0.92778059]
328,3,1880,1,37.264169761931186,[24.09141512  7.83377874  2.57951143]
329,3,1880,2,31.655574906640748,[26.68503445  0.29987524  3.61283271]
330,3,1880,3,26.649672033855353,[24.12496027 -1.49064025  3.57798322]
331,3,1880,4,25.958907992730506,[23.21833297 -2.67924548  5.03839828]
332,3,1880,5,31.69805636337648,[25.69529081 -2.28244501  7.22295368]
333,3,1880,6,40.66608495624835,[42.58308333 -7.52482054  6.68324457]
334,3,1880,7,41.394451775948895,[43.68823859 -9.03655244  8.17931706]
335,3,1880,8,33.22410624344671,[32.5739595  -0.36814268  0.86171808]
336,3,1880,9,22.911759021866107,[24.97520572  5.13317192 -6.45301255]
337,3,1880,10,24.63774795968463,[26.24375833  5.33333779 -6.27103275]
338,3,1880,11,17.985687078532074,[20.76297433  4.14973218 -6.19254201]
339,3,1880,12,13.896886200869885,[15.53312865 -0.92778059 -0.49304771]
340,3,1881,1,7.160074013897266,[ 7.83377874  2.57951143 -3.12369753]
341,3,1881,2,-1.7647235052009047,[ 0.29987524  3.61283271 -5.47350998]
342,3,1881,3,1.3708619106205466,[-1.49064025  3.57798322 -0.64992664]
343,3,1881,4,0.0010600843679320349,[-2.67924548  5.03839828 -2.1747321 ]
344,3,1881,5,-4.075381601731376,[-2.28244501  7.22295368 -8.4476025 ]
345,3,1881,6,-15.464953981811103,[ -7.52482054   6.68324457 -14.31290979]
346,3,1881,7,-19.72081081503233,[ -9.03655244   8.17931706 -18.41847297]
347,3,1881,8,-16.632956004012367,[ -0.36814268   0.86171808 -17.03979538]
348,5,1872,1,5.994015155571342,[ 13.11094215  -6.84043757  10.38657031   3.27909575 -11.76911871]
349,5,1872,2,2.750356622116401,[ 11.23650339  -2.45298982   4.7176607    5.35878024 -14.17152811]
350,5,1872,3,-3.4963892079325154,[ 11.67486849  -0.21600799   1.47390898   6.95446963 -20.20532505]
351,5,1872,4,-11.083412199368048,[  7.35293641  -0.82670529   4.33911475   5.2949344  -23.98146558]
352,5,1872,5,-19.521819145886667,"[ 3.10088018e+00 -2.12990024e+00  8.66397600e+00  2.10602247e-02
 -2.66181424e+01]"
353,5,1872,6,-19.314983273370345,[  3.36828272  -4.7749701    7.23719117   0.21436578 -23.725554  ]
354,5,1872,7,-24.138787174879216,[  3.01159839  -3.78998875   5.54111058   1.53306653 -28.56941164]
355,5,1872,8,-20.144692990803026,[  3.49084041  -3.51965829   5.7524944    0.10247059 -24.45119124]
356,5,1872,9,-13.395275938563334,[  4.78233904  -3.22767911   5.96562561  -4.43547016 -15.65863946]
357,5,1872,10,-6.255141496403816,[-1.37876825  6.45107703  3.37049646 -9.37242345 -4.6830786 ]
358,5,1872,11,-4.5748878308615515,[-10.18373408  16.29966896   1.91320331  -8.30539827  -2.24139758]
359,5,1872,12,-5.630804626668651,[-12.89725581  21.58737315   2.63543808 -11.38743838  -2.02454098]
360,5,1873,1,-8.152428023633451,[ -6.84043757  10.38657031   3.27909575 -11.76911871  -1.98535847]
361,5,1873,2,-8.873257069523987,[ -2.45298982   4.7176607    5.35878024 -14.17152811  -1.34710397]
362,5,1873,3,-11.517546775815735,[ -0.21600799   1.47390898   6.95446963 -20.20532505   2.39271097]
363,5,1873,4,-9.157619193948296,[ -0.82670529   4.33911475   5.2949344  -23.98146558   9.67803164]
364,5,1873,5,-5.372404687840593,"[-2.12990024e+00  8.66397600e+00  2.10602247e-02 -2.66181424e+01
  2.12277447e+01]"
365,5,1873,6,-5.311521766559856,[ -4.7749701    7.23719117   0.21436578 -23.725554    21.30858721]
366,5,1873,7,-2.061387711884899,[ -3.78998875   5.54111058   1.53306653 -28.56941164  32.99039945]
367,5,1873,8,0.045074472084416506,[ -3.51965829   5.7524944    0.10247059 -24.45119124  29.65636505]
368,5,1873,9,-0.9177825597819211,[ -3.22767911   5.96562561  -4.43547016 -15.65863946  19.87875504]
369,5,1873,10,9.29339344506792,[ 6.45107703  3.37049646 -9.37242345 -4.6830786  14.97856263]
370,5,1873,11,18.1016652958083,[16.29966896  1.91320331 -8.30539827 -2.24139758 11.15994873]
371,5,1873,12,21.833303795801285,[ 21.58737315   2.63543808 -11.38743838  -2.02454098  12.45210953]
372,5,1874,1,10.510919842342737,[ 10.38657031   3.27909575 -11.76911871  -1.98535847  12.08950563]
373,5,1874,2,8.584036495634638,[  4.7176607    5.35878024 -14.17152811  -1.34710397  16.23424445]
374,5,1874,3,9.061851618808458,[  1.47390898   6.95446963 -20.20532505   2.39271097  22.99192138]
375,5,1874,4,8.701459813237179,[  4.33911475   5.2949344  -23.98146558   9.67803164  18.67018251]
376,5,1874,5,15.244104114333702,"[ 8.66397600e+00  2.10602247e-02 -2.66181424e+01  2.12277447e+01
  1.91930528e+01]"
377,5,1874,6,23.406333106352093,[  7.23719117   0.21436578 -23.725554    21.30858721  24.10561431]
378,5,1874,7,24.320557495290007,[  5.54111058   1.53306653 -28.56941164  32.99039945  22.12631929]
379,5,1874,8,26.548866747789468,[  5.7524944    0.10247059 -24.45119124  29.65636505  22.03977028]
380,5,1874,9,26.917418264239103,[  5.96562561  -4.43547016 -15.65863946  19.87875504  23.9586017 ]
381,5,1874,10,29.294509485553455,[ 3.37049646 -9.37242345 -4.6830786  14.97856263 25.93203811]
382,5,1874,11,43.34631922759089,[ 1.91320331 -8.30539827 -2.24139758 11.15994873 41.15913973]
383,5,1874,12,49.28968548400743,[  2.63543808 -11.38743838  -2.02454098  12.45210953  48.98833186]
384,5,1875,1,49.573388223643256,[  3.27909575 -11.76911871  -1.98535847  12.08950563  49.40508467]
385,5,1875,2,54.91790186340011,[  5.35878024 -14.17152811  -1.34710397  16.23424445  49.40170588]
386,5,1875,3,57.5695662831506,[  6.95446963 -20.20532505   2.39271097  22.99192138  46.60671527]
387,5,1875,4,58.10520873059952,[  5.2949344  -23.98146558   9.67803164  18.67018251  51.76022056]
388,5,1875,5,52.1986155193789,"[ 2.10602247e-02 -2.66181424e+01  2.12277447e+01  1.91930528e+01
  4.35084843e+01]"
389,5,1875,6,45.51345454529787,[  0.21436578 -23.725554    21.30858721  24.10561431  26.44775799]
390,5,1875,7,48.81678676885159,[  1.53306653 -28.56941164  32.99039945  22.12631929  26.33702153]
391,5,1875,8,54.97936427509986,[  0.10247059 -24.45119124  29.65636505  22.03977028  29.51087412]
392,5,1875,9,59.500912738355495,[ -4.43547016 -15.65863946  19.87875504  23.9586017   33.17016872]
393,5,1875,10,60.32325807373462,[-9.37242345 -4.6830786  14.97856263 25.93203811 28.17786963]
394,5,1875,11,67.33374053160006,[-8.30539827 -2.24139758 11.15994873 41.15913973 18.96725085]
395,5,1875,12,72.98276224986967,[-11.38743838  -2.02454098  12.45210953  48.98833186  18.92423462]
396,5,1876,1,79.7147164625778,[-11.76911871  -1.98535847  12.08950563  49.40508467  24.09141512]
