,len,year,month,gain,annualized_returns
11505,30,1936,10,887.899451692666,"[-12.82928407  13.2369982   13.43107822 -19.93116349  15.17970396
  -9.25514871  50.97363855 -22.02563499  18.27570271 -24.64015609
   6.46956074   5.35884361  -4.84768801  24.96263848   0.24902033
 -14.85972249 -11.25306085  43.11944128   3.15295    -25.2428316
 -11.02256963  18.87011779   3.63201103 -17.30833865  27.33311552
 -29.65265519  45.70002507  -9.07031091  -6.41181472 -18.58366658]"
11506,30,1936,11,876.973886064337,"[-24.6604144   57.32553019 -11.23657176 -14.22451181   9.1737774
   5.81948175  25.97306868 -13.26674916  16.42115928 -30.21007056
  18.6025809    0.74306439  -5.02444065  26.82726248  -5.68986612
 -12.37240695  -5.08291983  35.02688032  -3.58743636 -16.26251038
 -18.63301729  38.66083623 -10.22379273 -15.46371477  33.68533811
 -34.55582771  57.19332417 -10.80236591  -7.27800316 -21.41744261]"
11507,30,1936,12,923.587519880877,"[-29.06521865  73.06453769 -15.81667531  -8.98954815  -1.71470658
  19.17483846  11.7941835   -4.2382461   16.60450304 -34.89867114
  21.67829913  -3.0312347    6.55204609  16.51202639  -6.78439774
  -4.55310263 -11.21566456  38.31229439  -2.53154118 -24.33014508
 -13.2538742   47.45578401 -16.83202975 -10.76628304  31.53074662
 -33.81372802  42.86822803  -2.92080724  -8.28648559 -18.23040358]"
11508,30,1937,1,925.7120188448786,"[-27.12808487  63.2801181  -13.36539319 -10.55069519  -2.70392587
  30.21697081   6.08151269  -4.01565157  14.98248031 -33.5519267
  14.81010852   2.14862129   9.15451437   9.44782905  -0.78964542
  -6.78096243 -14.20552416  46.14187582  -8.74066648 -21.12855394
 -14.97962229  52.3257488  -17.27184228 -12.53677201  30.53268928
 -30.51295722  35.20218724  -4.57846188  -3.44397032 -18.52235946]"
11509,30,1937,2,962.5942170565016,"[-22.02673658  47.49112588  -9.84299581 -10.14484976  -1.55497176
  32.53573123  -0.16663898  -2.03782886  16.1523303  -36.14556554
  16.28166443   6.50061671   7.61135529  14.08014397  -9.26484647
  -5.7836667  -10.04205055  42.0421478  -12.07957138 -17.03250513
 -11.80168567  48.85126353 -23.25372396  -0.98360045  11.69782526
 -18.1162489   24.33988087  -4.30319687  -3.75971136 -16.11893939]"
11510,30,1937,3,996.7323189363469,"[-20.81072992  44.77369231  -9.56332162 -14.98347727   6.47899901
  40.32804041 -13.1342043    7.88077642   8.58255763 -31.7381691
   2.92431392  17.01100243  12.86211441   9.69349295 -15.5963545
   0.04790839  -7.40436497  38.66419708 -15.2415798  -18.96513411
  -2.74855529  39.16070842 -23.57878863   9.80008338   0.76565186
 -16.4003189   24.57230759  -4.67144134  -4.62489706 -11.38144837]"
11511,30,1937,4,1020.1505854797581,"[-22.80464106  52.00864284 -12.00700752 -13.26775418  -0.99877526
  60.16037699 -19.7578935    5.40673292   8.10875957 -30.33324843
   9.94106959  10.39211294  13.12033856   7.10535122 -11.87242364
  -1.54505552  -6.08933075  32.43129577  -5.98351131 -28.60888188
   3.36116458  38.58215087 -26.73051976  19.2270965   -6.41599734
 -14.2474125   27.85146754  -8.28469418  -7.03878417  -1.27356445]"
11512,30,1937,5,1036.8938437638906,"[-22.29514299  33.37967498  10.09221591 -24.12488538   1.11592004
  72.35371671 -27.96787322  14.91687359   7.93239459 -38.98296292
  35.00546135  -7.90242478  24.95115503   2.66229433 -12.14611006
  -4.56039092   7.62406971  20.5316762   -7.53022522 -26.14398426
   0.46128089  42.39276632 -27.7135178   21.19912507 -12.88385248
  -1.66410558  14.53271151  -5.45988491  -5.29766633  -4.20152309]"
11513,30,1937,6,1054.2324716377716,"[-17.87125775  29.83618886 -10.079393    -0.69178792  -4.93497036
  70.38689148 -30.71608299  19.15789619   2.28900093 -37.95178634
  46.52335399 -17.95331903  36.79227071  -4.35305071  -9.49751864
  -3.87937764  10.67141141  11.60214062  -6.08153511 -18.57993036
  -6.77442249  40.71237572 -28.16954576  26.44151756 -21.62634119
  18.16707226   2.91975751  -3.99952573 -12.01493826  10.20299233]"
11514,30,1937,7,1036.5178449256705,"[-12.51459702  22.1485475  -18.66040588  21.44142546 -11.99773778
  61.16483706 -26.42170493  12.66519459   2.36266046 -33.60151672
  41.47520025 -25.8132833   60.74261601 -13.55967777  -2.38361533
 -13.53488335  23.02151055  12.11215726 -15.79071036 -11.47419778
  -8.07900387  35.08776569 -22.33034105  14.98355172 -26.22912486
  49.17396203  -9.47999522  -7.48041678  -4.39920226   5.37770869]"
11515,30,1937,8,1052.5573787103158,"[  8.42434365  -8.13398989 -10.72348905  21.87131043 -14.29539239
  58.62115556 -24.69747418   6.86781973   5.96352733 -26.52291493
  19.12555508 -12.77418068  30.46446078   7.53900289  -9.8727697
 -15.54544728  27.81147344  12.74890199 -19.69721916 -12.8220411
  -4.3290901   35.59829264 -27.91599743  25.19793506 -25.82692976
  39.61402744  -0.94378414 -15.33749336  -0.80974597   7.54513266]"
11516,30,1937,9,1067.579609999729,"[ 11.31952742 -11.95367124  -5.89896534  15.12497422 -12.42020255
  50.4485712  -18.29474214   5.34083827   1.83773031 -24.7042906
  17.8207605   -5.90467784  25.29141241   3.40260348 -12.0270043
 -12.17490709  29.63813068   8.19670026 -17.52596999 -17.12568774
  10.4228673   18.41099248 -23.4003614   25.81342405 -28.05738453
  40.70687365  -5.04325114  -8.710822   -11.45835666  25.93500114]"
11517,30,1937,10,1080.5610589337289,"[  8.45514224   2.68217345 -19.11300107  14.68618042  -8.99524391
  49.88957234 -21.74737156  18.20372642 -24.62176125   6.530914
   5.34900639  -4.82362678  24.90553682   0.26030551 -14.84159514
 -11.25094439  43.09738704   3.15863824 -25.2340557  -11.0196735
  18.87059798   3.62501717 -17.30342782  27.32748458 -29.64898214
  45.69315386  -9.06824903  -6.41087642 -18.58306065  41.56448963]"
11518,30,1937,11,1074.3008545690348,"[ 22.17542362 -13.26616455 -14.29677606   8.58850574   5.99437892
  25.26909685 -13.04674894  16.37425721 -30.17953542  18.62676247
   0.75563905  -4.99969481  26.7598586   -5.6767621  -12.36001488
  -5.08141708  35.01068227  -3.5833226  -16.25565161 -18.62761914
  38.65587769 -10.22470641 -15.45971772  33.67726759 -34.55090409
  57.18180407 -10.7989285   -7.27660948 -21.4164995   46.86869961]"
11519,30,1937,12,1032.0403719427634,"[ 21.55948537 -14.33393712  -9.10922916  -2.11763478  19.08939721
  11.28527103  -4.04778367  16.60511715 -34.84003397  21.66948862
  -3.02136076   6.56511773  16.47247523  -6.77334394  -4.54141395
 -11.20486548  38.28857957  -2.52564534 -24.3221022  -13.25142579
  47.44677561 -16.82999682 -10.76251147  31.52284553 -33.80765438
  42.85702737  -2.91911651  -8.2845882  -18.22900413  29.99331385]"
11520,30,1938,1,1057.7833190832462,"[ 16.4349609  -11.0887094  -10.42387623  -3.15484464  30.02106036
   5.77475219  -3.79939229  14.97884222 -33.47873555  14.79873729
   2.13624188   9.17198588   9.41805367  -0.78444699  -6.76185475
 -14.19283477  46.10462942  -8.73173116 -21.12117467 -14.97614513
  52.311422   -17.26812132 -12.53210384  30.5228223  -30.50588467
  35.19138861  -4.57746305  -3.44268993 -18.5203043   31.85842147]"
11521,30,1938,2,1048.0020516898674,"[ 13.23243562  -8.19607742  -9.80001059  -2.00471752  32.28422839
  -0.42415634  -1.86415874  16.12621319 -36.05826294  16.23824231
   6.47594954   7.63913614  14.04841182  -9.24898295  -5.77271456
 -10.03106819  42.00260339 -12.07087903 -17.02611641 -11.79659515
  48.8375683  -23.24884242  -0.98033046  11.69135601 -18.10947602
  24.33180044  -4.30244175  -3.7585175  -16.11658979  23.99287836]"
